order_id,order_date,order_time_stamp,user_id,warehouse_id,transportation_id,product_id,price_pr_unit,order_quantity
1477,2023-02-18,1676680632.0,661,9,1,37,263,1
1478,2023-01-28,1674925620.0,657,12,2,12,514,0
1479,2023-02-22,1677063494.0,426,9,2,20,375,1
1480,2022-10-16,1665915394.0,990,10,2,35,932,0
1481,2022-09-10,1662784841.0,314,5,3,4,800,3
1482,2021-08-14,1628977111.0,809,2,2,6,161,2
1483,2022-05-16,1652711878.0,149,1,2,5,928,1
1484,2021-07-31,1627711395.0,754,6,2,39,619,3
1485,2022-04-16,1650113962.0,728,13,1,26,427,2
1486,2021-09-11,1631379441.0,447,9,2,40,118,2
1487,2021-10-30,1635572642.0,976,18,2,39,619,1
1488,2022-07-23,1658542846.0,555,10,2,19,930,2
1489,2022-06-07,1654626224.0,98,6,3,6,161,3
1490,2022-09-12,1662986295.0,354,10,2,23,746,1
1491,2022-02-07,1644212127.0,277,13,2,14,172,2
1492,2022-11-16,1668580469.0,58,2,3,16,126,3
1493,2022-01-21,1642722305.0,4,14,1,5,928,3
1494,2021-12-26,1640511366.0,551,19,1,4,800,2
1495,2023-02-26,1677389039.0,458,8,2,36,145,3
1496,2023-02-16,1676535655.0,775,19,2,36,145,0
1497,2022-05-27,1653616145.0,932,18,2,32,478,3
1498,2023-02-03,1675388289.0,561,7,2,13,319,1
1499,2021-05-29,1622247127.0,692,5,2,23,746,3
1500,2022-02-27,1645988177.0,814,10,2,20,375,0
1501,2022-06-10,1654858385.0,94,9,3,12,514,2
1502,2022-07-06,1657140058.0,407,13,2,31,817,1
1503,2022-11-30,1669813171.0,447,9,2,40,118,1
1504,2023-01-03,1672771572.0,299,1,1,35,932,1
1505,2022-11-29,1669730873.0,204,14,2,15,499,2
1506,2022-05-14,1652484737.0,25,16,2,23,746,3
1507,2023-01-22,1674373540.0,503,11,2,14,172,3
1508,2022-12-24,1671903630.0,523,13,2,35,932,2
1509,2022-04-15,1649981767.0,850,20,2,14,172,1
1510,2022-11-10,1668054000.0,898,8,3,8,631,0
1511,2022-05-02,1651505428.0,57,15,2,16,126,1
1512,2022-03-21,1647872870.0,70,17,1,20,375,3
1513,2022-10-11,1665524014.0,446,1,1,16,126,3
1514,2022-05-02,1651518226.0,672,1,2,37,263,3
1515,2023-02-18,1676701303.0,724,19,3,24,520,2
1516,2022-11-02,1667422698.0,598,11,2,4,800,0
1517,2023-03-17,1679063561.0,628,1,2,5,928,2
1518,2021-10-22,1634882383.0,294,8,2,34,706,0
1519,2023-02-19,1676831273.0,245,9,2,11,155,3
1520,2022-02-16,1645027908.0,906,5,2,1,592,2
1521,2022-08-24,1661337432.0,121,15,2,30,558,2
1522,2022-11-23,1669233049.0,375,3,1,30,558,0
1523,2022-12-18,1671376396.0,354,4,2,2,455,2
1524,2022-05-27,1653654694.0,338,19,2,17,508,0
1525,2022-02-27,1645945640.0,136,5,2,23,746,0
1526,2021-05-31,1622465011.0,738,12,2,2,455,3
1527,2022-05-07,1651879583.0,854,10,3,30,558,3
1528,2022-06-30,1656562607.0,488,19,2,35,932,1
1529,2023-03-02,1677751492.0,459,5,3,21,998,3
1530,2023-02-04,1675502134.0,751,16,2,3,834,3
1531,2022-03-21,1647847523.0,321,11,2,22,971,3
1532,2022-11-30,1669790984.0,925,13,2,30,558,3
1533,2022-04-28,1651125390.0,611,12,2,20,375,0
1534,2023-03-02,1677780668.0,428,12,2,25,453,3
1535,2022-09-16,1663288406.0,491,19,3,28,992,2
1536,2022-12-17,1671317262.0,593,12,3,39,619,0
1537,2022-11-11,1668180072.0,699,17,2,21,998,0
1538,2022-07-27,1658914116.0,342,9,2,16,126,2
1539,2021-10-27,1635325159.0,368,19,1,22,971,0
1540,2021-07-23,1626994722.0,656,10,2,11,155,0
1541,2021-12-31,1640918591.0,763,19,2,26,427,0
1542,2022-06-06,1654516369.0,990,1,1,35,932,0
1543,2022-12-11,1670725015.0,145,3,1,13,319,3
1544,2021-12-18,1639821658.0,513,6,2,13,319,3
1545,2022-05-04,1651628205.0,110,14,2,28,992,1
1546,2021-10-01,1633062404.0,707,16,2,11,155,1
1547,2023-03-06,1678143000.0,24,3,2,24,520,1
1548,2022-08-29,1661724552.0,625,8,2,5,928,3
1549,2022-08-03,1659517925.0,279,2,2,36,145,0
1550,2023-01-21,1674267426.0,668,2,2,13,319,3
1551,2022-06-06,1654545925.0,77,6,2,26,427,1
1552,2021-09-11,1631388328.0,503,2,2,6,161,1
1553,2022-10-22,1666454430.0,216,17,1,24,520,3
1554,2022-03-30,1648610597.0,131,9,2,29,160,2
1555,2022-08-04,1659603198.0,581,9,3,40,118,2
1556,2022-03-05,1646514817.0,304,11,2,21,998,1
1557,2022-08-02,1659431910.0,871,15,2,26,427,0
1558,2022-02-19,1645294671.0,258,7,2,32,478,0
1559,2022-04-24,1650794263.0,111,17,1,11,155,0
1560,2022-11-28,1669615633.0,259,4,1,9,977,2
1561,2022-08-18,1660837601.0,459,13,1,25,453,3
1562,2023-01-14,1673704701.0,997,17,2,40,118,2
1563,2022-08-16,1660679981.0,757,19,3,34,706,1
1564,2022-09-26,1664214306.0,780,5,2,1,592,0
1565,2022-10-01,1664638912.0,389,3,1,35,932,2
1566,2023-03-15,1678887843.0,794,11,3,24,520,0
1567,2022-02-17,1645128379.0,581,9,2,26,427,0
1568,2021-05-25,1621947295.0,877,17,2,39,619,3
1569,2022-06-18,1655585373.0,893,12,2,12,514,0
1570,2022-03-19,1647711511.0,459,13,2,7,957,3
1571,2022-11-30,1669778194.0,706,4,2,15,499,3
1572,2023-01-03,1672735595.0,45,15,2,4,800,1
1573,2021-09-19,1632009636.0,140,17,2,22,971,1
1574,2021-12-22,1640157957.0,553,8,2,38,972,2
1575,2023-01-25,1674629854.0,689,19,2,21,998,1
1576,2022-03-23,1647997166.0,395,3,3,2,455,1
1577,2021-12-02,1638484435.0,832,3,2,40,118,2
1578,2022-02-19,1645234905.0,437,4,2,5,928,2
1579,2022-06-10,1654897556.0,878,7,1,4,800,3
1580,2022-07-25,1658757501.0,862,13,2,2,455,2
1581,2022-12-13,1670890821.0,938,13,2,27,992,2
1582,2021-11-12,1636693158.0,807,4,3,34,706,2
1583,2022-07-23,1658602265.0,589,6,2,22,971,2
1584,2022-09-18,1663459086.0,728,9,2,31,817,2
1585,2023-03-11,1678508101.0,489,14,2,9,977,3
1586,2022-12-05,1670277174.0,276,12,2,8,631,0
1587,2023-01-30,1675099301.0,500,6,2,3,834,2
1588,2023-01-12,1673486959.0,919,6,2,22,971,1
1589,2023-03-16,1678981964.0,768,1,2,36,145,2
1590,2023-02-25,1677295143.0,829,17,2,16,126,1
1591,2023-03-03,1677861991.0,234,15,1,16,126,0
1592,2022-06-21,1655765395.0,566,6,2,25,453,1
1593,2022-03-01,1646158831.0,772,6,2,24,520,3
1594,2021-10-25,1635155304.0,435,18,2,2,455,2
1595,2022-09-14,1663181060.0,768,2,2,29,160,2
1596,2022-04-19,1650330656.0,988,17,3,25,453,3
1597,2022-08-08,1659964114.0,887,17,2,37,263,0
1598,2022-11-02,1667415640.0,114,19,2,17,508,1
1599,2022-01-29,1643422128.0,885,8,2,31,817,1
1600,2022-07-28,1658999489.0,512,10,2,13,319,3
1601,2022-12-23,1671792807.0,426,7,2,24,520,0
1602,2022-08-31,1661942277.0,390,1,2,30,558,1
1603,2022-08-26,1661479337.0,66,3,2,30,558,1
1604,2023-01-09,1673275850.0,204,17,1,27,992,0
1605,2022-09-29,1664487687.0,733,2,2,30,558,0
1606,2021-11-13,1636786795.0,579,11,3,20,375,2
1607,2022-09-29,1664443654.0,179,14,3,26,427,2
1608,2021-09-20,1632111998.0,808,12,2,26,427,2
1609,2023-03-11,1678496562.0,623,13,1,36,145,0
1610,2023-01-10,1673364979.0,523,13,1,7,957,2
1611,2021-05-08,1620451604.0,494,4,2,14,172,0
1612,2022-07-22,1658511680.0,823,11,2,32,478,0
1613,2022-08-04,1659599433.0,141,16,2,15,499,1
1614,2023-02-05,1675582345.0,140,13,2,35,932,0
1615,2023-03-05,1678038594.0,403,9,2,4,800,1
1616,2023-02-21,1676954005.0,603,7,1,34,706,3
1617,2022-06-03,1654267203.0,21,4,1,38,972,2
1618,2023-02-01,1675210837.0,777,18,2,29,160,1
1619,2022-08-01,1659383047.0,517,7,1,35,932,0
1620,2022-09-26,1664169806.0,547,20,2,34,706,0
1621,2021-12-12,1639290569.0,442,11,2,26,427,0
1622,2023-01-28,1674922208.0,785,11,2,18,414,1
1623,2022-09-18,1663499776.0,555,1,2,32,478,2
1624,2022-09-10,1662803112.0,689,2,3,25,453,0
1625,2022-11-28,1669609474.0,988,17,2,22,971,3
1626,2022-04-11,1649702133.0,121,15,2,1,592,2
1627,2023-01-03,1672755682.0,762,4,3,12,514,0
1628,2022-08-08,1659932990.0,356,5,2,31,817,0
1629,2022-09-08,1662658541.0,768,14,2,16,126,0
1630,2022-12-20,1671519715.0,248,13,1,7,957,3
1631,2022-01-09,1641712790.0,574,5,2,11,155,0
1632,2023-01-02,1672686813.0,35,2,2,2,455,3
1633,2022-07-21,1658376932.0,45,15,2,35,932,1
1634,2022-01-07,1641546752.0,229,9,1,3,834,0
1635,2021-07-15,1626312977.0,598,11,2,8,631,0
1636,2022-12-26,1672028734.0,675,12,3,34,706,0
1637,2022-06-13,1655155316.0,874,13,3,40,118,1
1638,2022-10-19,1666200392.0,583,16,1,17,508,1
1639,2022-03-25,1648201925.0,108,5,2,6,161,3
1640,2022-08-28,1661650871.0,591,16,1,38,972,0
1641,2022-04-11,1649649166.0,417,16,2,28,992,1
1642,2023-03-13,1678668775.0,827,16,2,17,508,0
1643,2021-11-29,1638142169.0,468,18,2,31,817,3
1644,2022-09-29,1664478912.0,287,16,2,4,800,1
1645,2023-02-09,1675965892.0,844,15,2,20,375,0
1646,2022-04-29,1651201248.0,336,2,2,10,776,1
1647,2022-05-18,1652830549.0,358,13,2,36,145,3
1648,2022-09-20,1663644973.0,630,5,2,12,514,3
1649,2021-11-29,1638218004.0,439,15,1,10,776,2
1650,2021-09-29,1632903308.0,655,11,2,24,520,2
1651,2022-10-31,1667182897.0,955,5,3,39,619,2
1652,2023-02-18,1676702950.0,335,18,1,13,319,1
1653,2021-06-09,1623194085.0,996,3,2,11,155,0
1654,2022-10-30,1667103459.0,197,3,1,2,455,1
1655,2022-03-11,1647017237.0,199,11,2,4,800,2
1656,2022-12-18,1671355762.0,305,16,2,36,145,0
1657,2022-09-23,1663919663.0,716,12,2,6,161,0
1658,2021-12-11,1639249253.0,561,9,2,20,375,3
1659,2021-12-19,1639908069.0,921,18,2,25,453,2
1660,2021-07-13,1626148743.0,795,19,2,22,971,0
1661,2022-03-06,1646567013.0,254,15,1,19,930,3
1662,2022-01-22,1642814750.0,501,9,2,13,319,0
1663,2021-08-11,1628707381.0,914,8,1,4,800,2
1664,2023-01-21,1674306810.0,883,8,2,18,414,0
1665,2022-10-21,1666381145.0,70,17,2,38,972,3
1666,2021-12-18,1639829671.0,886,13,1,9,977,0
1667,2021-10-10,1633896584.0,386,12,1,16,126,3
1668,2023-01-10,1673313094.0,450,8,3,3,834,0
1669,2021-10-07,1633562031.0,426,7,2,13,319,3
1670,2022-10-16,1665907910.0,977,1,2,9,977,1
1671,2022-11-09,1667980727.0,631,18,2,31,817,3
1672,2022-09-17,1663418296.0,623,13,3,7,957,0
1673,2022-07-06,1657061123.0,290,3,3,23,746,3
1674,2022-05-17,1652747792.0,54,17,1,33,605,1
1675,2021-09-04,1630758622.0,126,18,2,3,834,1
1676,2022-03-26,1648314756.0,512,10,1,35,932,1
1677,2023-02-27,1677478460.0,948,2,2,23,746,2
1678,2022-06-16,1655399626.0,133,18,2,20,375,2
1679,2022-08-05,1659696170.0,778,2,2,29,160,3
1680,2022-11-19,1668821856.0,620,9,2,37,263,2
1681,2022-06-09,1654739590.0,618,15,2,18,414,2
1682,2022-11-23,1669199140.0,172,19,2,33,605,3
1683,2023-03-11,1678538310.0,424,19,2,16,126,0
1684,2022-02-16,1644979262.0,711,3,2,3,834,2
1685,2023-02-22,1677094912.0,730,4,2,2,455,3
1686,2022-01-16,1642299457.0,992,5,2,3,834,1
1687,2022-06-24,1656073122.0,201,7,2,2,455,2
1688,2022-01-22,1642890799.0,911,13,3,37,263,0
1689,2022-11-22,1669080989.0,915,16,2,37,263,2
1690,2022-05-26,1653551648.0,825,2,2,35,932,0
1691,2022-04-07,1649298430.0,527,16,2,38,972,3
1692,2021-11-23,1637630878.0,29,19,2,30,558,1
1693,2022-08-25,1661401920.0,905,14,2,17,508,0
1694,2022-05-30,1653883556.0,708,13,2,26,427,2
1695,2023-03-17,1679092472.0,736,2,2,20,375,3
1696,2023-02-13,1676259151.0,515,13,1,32,478,0
1697,2021-06-23,1624452019.0,428,19,1,5,928,2
1698,2022-07-24,1658699989.0,43,14,2,39,619,0
1699,2021-08-19,1629394979.0,391,17,2,13,319,0
1700,2023-02-07,1675802880.0,628,10,1,26,427,3
1701,2022-12-20,1671533903.0,771,7,3,15,499,0
1702,2023-01-29,1675012221.0,118,18,2,23,746,3
1703,2022-10-24,1666646016.0,88,7,2,13,319,0
1704,2022-08-19,1660909089.0,448,9,2,2,455,3
1705,2022-10-29,1667063716.0,346,6,3,2,455,2
1706,2022-09-02,1662154545.0,394,6,2,3,834,3
1707,2022-01-14,1642120387.0,911,13,2,10,776,3
1708,2021-09-27,1632722916.0,661,9,2,35,932,0
1709,2023-03-18,1679147055.0,378,14,3,23,746,1
1710,2022-12-22,1671709598.0,965,18,3,35,932,3
1711,2021-07-20,1626764772.0,312,16,2,23,746,0
1712,2022-03-07,1646666572.0,963,13,2,22,971,1
1713,2021-05-19,1621378321.0,121,15,1,5,928,0
1714,2021-08-09,1628538316.0,485,13,2,34,706,3
1715,2022-09-10,1662775552.0,639,11,2,20,375,3
1716,2022-11-26,1669430028.0,307,7,2,30,558,2
1717,2022-12-01,1669885063.0,962,16,2,35,932,3
1718,2022-04-08,1649406051.0,800,18,2,36,145,3
1719,2022-03-09,1646831400.0,714,19,3,6,161,2
1720,2021-10-27,1635358101.0,117,9,2,18,414,2
1721,2022-02-06,1644184794.0,810,4,2,38,972,0
1722,2022-03-05,1646509838.0,135,10,2,40,118,0
1723,2022-08-03,1659527579.0,417,16,2,34,706,3
1724,2022-05-28,1653733806.0,863,17,2,9,977,0
1725,2022-06-24,1656032053.0,257,4,2,29,160,0
1726,2022-07-07,1657211395.0,293,3,2,25,453,1
1727,2022-03-19,1647689271.0,657,12,3,16,126,0
1728,2021-06-12,1623508570.0,893,18,2,39,619,3
1729,2023-01-16,1673890683.0,53,12,2,32,478,0
1730,2022-12-06,1670308494.0,406,7,2,13,319,1
1731,2022-07-14,1657775765.0,381,19,2,14,172,1
1732,2022-03-05,1646511939.0,787,6,3,19,930,0
1733,2023-01-30,1675047236.0,577,10,2,25,453,2
1734,2021-06-25,1624607862.0,2,14,2,18,414,0
1735,2022-01-20,1642684080.0,390,9,3,21,998,1
1736,2021-10-23,1634953096.0,265,15,2,27,992,2
1737,2023-02-18,1676735543.0,994,5,2,17,508,0
1738,2022-09-13,1663076963.0,807,2,2,13,319,0
1739,2022-01-06,1641475625.0,744,10,1,26,427,1
1740,2022-01-27,1643280728.0,93,10,2,10,776,1
1741,2022-02-25,1645825824.0,218,11,3,36,145,2
1742,2021-07-05,1625503396.0,67,16,2,39,619,3
1743,2023-03-05,1678014898.0,622,18,3,14,172,0
1744,2022-10-28,1666976687.0,113,9,2,12,514,1
1745,2022-07-31,1659277896.0,107,11,2,2,455,3
1746,2021-07-14,1626288335.0,148,14,1,16,126,3
1747,2023-02-04,1675477474.0,552,16,3,23,746,2
1748,2022-05-30,1653902102.0,454,14,3,25,453,2
1749,2022-04-18,1650242583.0,153,11,1,29,160,2
1750,2022-06-09,1654765588.0,463,2,2,13,319,3
1751,2023-02-19,1676814858.0,624,11,2,36,145,0
1752,2021-09-28,1632792110.0,151,7,2,29,160,1
1753,2022-08-23,1661286303.0,507,7,2,15,499,2
1754,2022-10-31,1667211198.0,396,4,3,7,957,0
1755,2021-11-03,1635921013.0,42,19,2,17,508,3
1756,2022-11-27,1669512591.0,686,17,3,23,746,1
1757,2022-09-19,1663589560.0,153,18,1,32,478,0
1758,2023-03-14,1678827882.0,367,15,1,8,631,1
1759,2021-11-22,1637555083.0,778,2,1,23,746,2
1760,2022-06-22,1655862687.0,454,1,2,10,776,0
1761,2022-04-23,1650709579.0,297,18,2,27,992,2
1762,2022-10-13,1665613584.0,123,2,2,30,558,1
1763,2021-07-30,1627641656.0,695,7,3,15,499,3
1764,2023-03-06,1678076059.0,852,11,2,20,375,0
1765,2022-02-13,1644756228.0,265,10,2,20,375,1
1766,2021-11-26,1637952087.0,316,9,2,8,631,2
1767,2021-11-06,1636155209.0,799,5,2,38,972,1
1768,2022-08-19,1660910986.0,398,13,2,23,746,2
1769,2021-08-28,1630124098.0,237,16,3,15,499,0
1770,2022-01-04,1641318624.0,163,2,3,24,520,2
1771,2022-12-21,1671587219.0,519,9,2,5,928,3
1772,2021-07-05,1625494783.0,832,3,2,33,605,1
1773,2022-12-31,1672527181.0,100,18,2,21,998,0
1774,2021-04-10,1618068112.0,209,5,2,9,977,0
1775,2022-01-07,1641511057.0,811,17,2,21,998,1
1776,2021-08-04,1628073438.0,180,6,2,2,455,0
1777,2022-04-27,1651087391.0,510,13,2,35,932,3
1778,2022-05-04,1651684324.0,232,6,2,27,992,3
1779,2022-06-11,1654911786.0,394,6,1,21,998,1
1780,2022-06-18,1655579547.0,322,4,2,8,631,0
1781,2022-06-13,1655129074.0,593,9,2,29,160,3
1782,2023-01-24,1674569415.0,233,10,3,9,977,3
1783,2022-08-16,1660684246.0,689,12,2,30,558,3
1784,2023-01-23,1674491860.0,618,10,2,21,998,3
1785,2022-04-22,1650586585.0,745,3,2,33,605,2
1786,2022-12-18,1671338419.0,888,19,2,3,834,3
1787,2022-11-18,1668784602.0,843,13,3,21,998,1
1788,2022-09-12,1663013931.0,198,4,3,8,631,3
1789,2022-05-10,1652191643.0,619,12,2,19,930,1
1790,2023-02-02,1675355426.0,961,6,2,7,957,3
1791,2022-10-15,1665797524.0,787,8,2,27,992,1
1792,2022-12-13,1670895076.0,519,9,1,40,118,0
1793,2022-06-24,1656066644.0,658,11,2,29,160,1
1794,2022-04-20,1650449570.0,710,5,3,8,631,1
1795,2021-09-27,1632750060.0,601,20,2,30,558,0
1796,2021-04-04,1617547165.0,890,17,2,35,932,0
1797,2022-05-14,1652515476.0,791,20,2,37,263,0
1798,2022-05-19,1652936624.0,485,13,2,23,746,2
1799,2022-06-08,1654649601.0,674,5,2,7,957,2
1800,2022-04-24,1650827240.0,457,15,2,21,998,2
1801,2022-10-15,1665848493.0,623,1,2,38,972,3
1802,2022-04-30,1651334584.0,425,19,2,35,932,2
1803,2022-09-11,1662890919.0,578,16,2,37,263,2
1804,2023-03-11,1678573334.0,845,14,2,36,145,2
1805,2023-02-27,1677467044.0,973,4,2,7,957,3
1806,2022-12-30,1672422850.0,758,3,1,27,992,3
1807,2022-06-13,1655150679.0,755,11,3,22,971,3
1808,2021-04-16,1618552182.0,290,3,2,15,499,1
1809,2021-11-15,1636951360.0,711,3,2,11,155,1
1810,2021-11-20,1637436880.0,609,16,2,18,414,2
1811,2022-01-15,1642261204.0,873,5,2,27,992,0
1812,2022-09-21,1663796643.0,923,11,3,3,834,2
1813,2022-12-01,1669887446.0,154,6,2,2,455,1
1814,2022-07-17,1658013610.0,517,10,2,26,427,2
1815,2022-07-23,1658532950.0,839,18,2,11,155,2
1816,2022-08-30,1661875298.0,467,14,2,34,706,0
1817,2022-12-29,1672286784.0,444,19,3,33,605,2
1818,2021-09-11,1631318423.0,182,16,2,4,800,0
1819,2022-09-14,1663152209.0,753,3,2,35,932,3
1820,2022-03-16,1647432929.0,663,3,2,12,514,2
1821,2023-03-17,1679030921.0,396,15,1,2,455,1
1822,2022-07-02,1656720012.0,924,12,2,4,800,0
1823,2022-04-01,1648768074.0,604,12,2,17,508,3
1824,2022-11-08,1667862535.0,100,18,1,11,155,0
1825,2022-08-22,1661152101.0,43,4,1,10,776,2
1826,2021-07-10,1625902637.0,204,14,2,18,414,0
1827,2022-01-09,1641683514.0,845,20,1,16,126,0
1828,2022-09-17,1663366831.0,929,20,2,35,932,1
1829,2022-10-08,1665230205.0,315,2,1,1,592,3
1830,2022-12-02,1669992060.0,623,13,2,36,145,2
1831,2022-05-12,1652309910.0,11,17,2,32,478,1
1832,2021-12-18,1639865763.0,956,18,2,38,972,2
1833,2023-02-02,1675365383.0,798,19,2,29,160,0
1834,2022-06-07,1654589608.0,155,11,2,33,605,3
1835,2021-12-14,1639481410.0,372,12,2,10,776,3
1836,2022-08-06,1659754788.0,179,5,2,1,592,0
1837,2023-02-10,1675991575.0,863,18,2,28,992,2
1838,2023-03-05,1678025126.0,99,2,3,20,375,1
1839,2022-05-16,1652735129.0,47,16,2,24,520,3
1840,2022-03-10,1646883779.0,967,13,3,1,592,2
1841,2021-10-20,1634727695.0,208,14,2,28,992,0
1842,2022-05-15,1652651203.0,475,17,1,27,992,1
1843,2021-12-30,1640826276.0,58,4,2,22,971,2
1844,2021-06-14,1623687296.0,686,16,2,28,992,1
1845,2021-12-20,1640025709.0,32,10,1,31,817,1
1846,2021-07-01,1625132068.0,706,8,2,18,414,3
1847,2022-02-11,1644536169.0,653,8,1,37,263,2
1848,2022-01-19,1642564153.0,471,9,2,26,427,3
1849,2021-04-19,1618863495.0,879,3,2,22,971,1
1850,2022-05-14,1652516711.0,183,9,2,3,834,3
1851,2021-12-28,1640722743.0,97,5,2,26,427,2
1852,2022-01-08,1641656950.0,963,13,1,40,118,0
1853,2022-07-19,1658204741.0,668,4,2,32,478,0
1854,2022-05-12,1652327493.0,981,18,1,2,455,1
1855,2022-10-13,1665680557.0,346,13,2,28,992,3
1856,2022-05-30,1653868708.0,687,12,2,8,631,1
1857,2022-09-11,1662910513.0,422,5,2,22,971,0
1858,2021-11-21,1637479535.0,87,19,2,13,319,0
1859,2022-04-30,1651319738.0,975,19,2,35,932,2
1860,2022-05-13,1652463247.0,78,19,2,33,605,2
1861,2022-06-30,1656601533.0,383,16,2,3,834,3
1862,2022-04-09,1649479065.0,52,17,3,17,508,1
1863,2022-09-15,1663222560.0,919,16,2,27,992,3
1864,2022-04-16,1650113020.0,418,20,2,27,992,3
1865,2023-01-25,1674664740.0,969,14,2,14,172,1
1866,2022-08-05,1659730351.0,527,16,1,28,992,3
1867,2022-07-23,1658568507.0,45,15,2,12,514,3
1868,2022-06-29,1656499703.0,899,10,1,21,998,0
1869,2022-07-29,1659079383.0,562,2,2,23,746,1
1870,2023-01-12,1673500572.0,18,7,2,2,455,0
1871,2022-02-14,1644857060.0,221,7,1,27,992,3
1872,2022-12-17,1671251709.0,542,16,2,20,375,2
1873,2022-07-26,1658869485.0,523,7,1,29,160,3
1874,2023-02-04,1675526467.0,522,13,2,5,928,3
1875,2022-12-31,1672491001.0,238,8,2,11,155,0
1876,2023-02-07,1675753141.0,479,2,2,28,992,3
1877,2023-02-18,1676730942.0,449,8,2,5,928,3
1878,2023-01-06,1673018419.0,947,19,1,6,161,2
1879,2022-11-30,1669789138.0,633,20,2,10,776,3
1880,2022-03-22,1647950972.0,136,17,2,21,998,1
1881,2022-12-15,1671129116.0,485,13,2,13,319,3
1882,2022-01-07,1641564895.0,599,2,2,3,834,2
1883,2022-07-08,1657239664.0,828,8,2,11,155,3
1884,2022-01-17,1642421301.0,931,20,2,6,161,0
1885,2022-01-04,1641288646.0,424,19,1,16,126,3
1886,2022-08-10,1660135566.0,322,4,2,12,514,0
1887,2022-02-25,1645784062.0,735,9,2,30,558,3
1888,2022-09-06,1662437387.0,89,8,2,6,161,0
1889,2023-02-03,1675395022.0,374,7,3,33,605,1
1890,2022-06-16,1655403871.0,895,9,2,15,499,1
1891,2022-11-23,1669191211.0,153,11,3,24,520,0
1892,2023-03-01,1677706213.0,695,7,2,19,930,1
1893,2022-02-04,1643980391.0,30,12,1,19,930,1
1894,2021-04-03,1617447403.0,355,12,2,3,834,2
1895,2022-06-04,1654349928.0,875,14,1,17,508,0
1896,2021-11-04,1636005597.0,804,9,2,15,499,1
1897,2022-02-13,1644753828.0,900,14,2,33,605,0
1898,2022-08-17,1660754756.0,303,6,2,15,499,0
1899,2022-12-24,1671894777.0,147,20,2,32,478,2
1900,2023-01-15,1673807149.0,152,15,3,10,776,1
1901,2023-02-27,1677475241.0,734,19,2,34,706,3
1902,2022-09-24,1664023376.0,516,13,1,5,928,3
1903,2022-02-10,1644493055.0,590,10,3,11,155,2
1904,2022-10-08,1665224159.0,363,19,2,35,932,0
1905,2021-11-09,1636474364.0,359,14,2,10,776,0
1906,2021-11-14,1636893240.0,217,15,3,33,605,2
1907,2021-12-09,1639040903.0,993,1,1,21,998,2
1908,2022-12-19,1671407243.0,729,1,2,28,992,1
1909,2022-12-13,1670937696.0,429,9,2,6,161,3
1910,2022-07-31,1659227981.0,130,16,2,13,319,1
1911,2023-03-04,1677955563.0,660,10,2,22,971,3
1912,2021-05-19,1621413711.0,869,14,3,23,746,3
1913,2021-04-07,1617786582.0,975,4,2,16,126,3
1914,2022-10-21,1666311978.0,202,11,3,37,263,0
1915,2022-10-12,1665557134.0,917,17,2,2,455,2
1916,2022-07-03,1656814580.0,968,19,1,27,992,2
1917,2022-11-13,1668346105.0,174,15,2,25,453,3
1918,2022-12-11,1670737526.0,722,11,2,26,427,0
1919,2022-07-30,1659135862.0,351,4,1,40,118,0
1920,2022-05-18,1652904817.0,384,18,2,33,605,3
1921,2022-11-24,1669247845.0,786,15,2,31,817,3
1922,2023-01-21,1674263950.0,940,3,3,15,499,2
1923,2021-08-15,1629002615.0,855,5,2,5,928,1
1924,2022-01-10,1641842065.0,323,19,1,2,455,3
1925,2022-11-13,1668326158.0,171,3,2,18,414,3
1926,2021-10-22,1634873432.0,125,4,2,26,427,1
1927,2022-09-18,1663454087.0,667,15,2,9,977,1
1928,2023-01-04,1672788675.0,667,3,2,9,977,1
1929,2022-11-22,1669130415.0,879,16,2,3,834,3
1930,2021-12-02,1638481029.0,970,4,3,35,932,1
1931,2022-04-30,1651337305.0,547,19,3,17,508,1
1932,2023-01-07,1673126078.0,135,13,2,22,971,1
1933,2022-11-07,1667780233.0,985,15,1,11,155,2
1934,2021-06-21,1624305564.0,491,19,2,8,631,0
1935,2022-08-07,1659823468.0,277,18,2,5,928,1
1936,2023-02-18,1676729320.0,63,15,3,4,800,3
1937,2023-01-07,1673123330.0,717,6,1,13,319,1
1938,2022-02-18,1645166431.0,133,11,2,24,520,0
1939,2023-01-02,1672698257.0,554,5,3,24,520,2
1940,2021-07-16,1626437190.0,339,13,2,3,834,2
1941,2022-03-05,1646520104.0,1,4,2,30,558,0
1942,2021-05-11,1620689642.0,714,6,1,21,998,0
1943,2022-05-12,1652333864.0,21,2,2,25,453,1
1944,2021-07-15,1626356124.0,699,17,2,3,834,1
1945,2022-09-01,1661996536.0,580,4,2,37,263,1
1946,2021-07-22,1626910435.0,318,11,1,27,992,2
1947,2022-11-18,1668804499.0,907,9,2,31,817,2
1948,2022-01-03,1641167581.0,864,5,2,40,118,2
1949,2021-12-02,1638452195.0,305,16,3,22,971,2
1950,2023-03-05,1678010023.0,939,19,2,33,605,3
1951,2022-09-02,1662142739.0,4,1,2,8,631,0
1952,2022-05-30,1653944909.0,37,12,2,29,160,2
1953,2022-12-07,1670405604.0,238,2,1,11,155,1
1954,2022-01-08,1641672902.0,291,8,2,29,160,2
1955,2022-02-21,1645429738.0,961,6,1,10,776,2
1956,2022-07-05,1657016163.0,420,10,2,28,992,1
1957,2022-01-01,1641076382.0,243,13,2,8,631,1
